City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain (inches),Snow (inches)
0,Turinsk,58.05,63.7,48.24,98,100,9.51,RU,2020-06-28 16:17:28,moderate rain,2.14,0.0
1,Berbera,10.44,45.01,98.04,33,24,11.45,SO,2020-06-28 16:17:28,few clouds,0.0,0.0
2,Kapaa,22.08,-159.32,73.4,94,75,4.7,US,2020-06-28 16:17:28,moderate rain,1.02,0.0
3,Adre,13.47,22.2,93.85,25,90,1.07,TD,2020-06-28 16:17:07,overcast clouds,0.0,0.0
4,Omboue,-1.57,9.26,76.17,74,20,10.76,GA,2020-06-28 16:17:28,few clouds,0.0,0.0
5,Turayf,31.67,38.66,96.8,15,0,13.87,SA,2020-06-28 16:17:28,clear sky,0.0,0.0
6,Butaritari,3.07,172.79,82.67,74,31,14.92,KI,2020-06-28 16:16:45,scattered clouds,0.0,0.0
7,Mar Del Plata,-38.0,-57.56,48.2,76,20,4.7,AR,2020-06-28 16:17:28,few clouds,0.0,0.0
8,New Norfolk,-42.78,147.06,42.01,91,41,2.75,AU,2020-06-28 16:11:11,scattered clouds,0.0,0.0
9,Mogadishu,2.04,45.34,78.84,86,90,15.59,SO,2020-06-28 16:12:32,overcast clouds,0.0,0.0
10,Puerto Del Rosario,28.5,-13.86,78.8,69,20,23.04,ES,2020-06-28 16:17:28,few clouds,0.0,0.0
11,Kodiak,57.79,-152.41,51.8,87,90,9.17,US,2020-06-28 16:17:29,overcast clouds,0.0,0.0
12,Byron Bay,-28.65,153.62,50.0,93,17,5.82,AU,2020-06-28 16:17:29,few clouds,0.0,0.0
13,Nikolskoye,59.7,30.79,68.0,40,0,11.18,RU,2020-06-28 16:16:51,clear sky,0.0,0.0
14,Jamestown,42.1,-79.24,71.6,64,20,11.41,US,2020-06-28 16:06:19,few clouds,0.0,0.0
15,Cabo San Lucas,22.89,-109.91,84.2,58,90,4.7,MX,2020-06-28 16:17:29,overcast clouds,0.0,0.0
16,Pevek,69.7,170.31,31.95,99,100,18.28,RU,2020-06-28 16:17:29,light rain,0.3,0.0
17,Mataura,-46.19,168.86,41.68,90,99,4.32,NZ,2020-06-28 16:17:29,overcast clouds,0.0,0.0
18,Suzhou,31.31,120.62,79.0,90,100,8.55,CN,2020-06-28 16:16:19,light rain,0.4,0.0
19,Castro,-24.79,-50.01,54.68,85,100,6.2,BR,2020-06-28 16:17:29,overcast clouds,0.0,0.0
20,Lorengau,-2.02,147.27,81.18,80,92,8.14,PG,2020-06-28 16:17:29,moderate rain,1.4,0.0
21,Hermanus,-34.42,19.23,59.0,73,28,3.0,ZA,2020-06-28 16:11:11,scattered clouds,0.0,0.0
22,Albany,42.6,-73.97,71.6,83,90,4.7,US,2020-06-28 16:17:29,light rain,0.25,0.0
23,Bluff,-46.6,168.33,47.26,75,81,11.92,NZ,2020-06-28 16:17:29,broken clouds,0.0,0.0
24,Bonthe,7.53,-12.51,80.49,82,85,11.5,SL,2020-06-28 16:17:29,moderate rain,1.48,0.0
25,Port Elizabeth,-33.92,25.57,59.45,65,15,21.21,ZA,2020-06-28 16:14:12,few clouds,0.0,0.0
26,Birao,10.28,22.79,90.61,45,21,2.89,CF,2020-06-28 16:17:29,few clouds,0.0,0.0
27,Veyrier,46.17,6.18,80.6,47,75,11.41,CH,2020-06-28 16:17:29,broken clouds,0.0,0.0
28,Guerrero Negro,27.98,-114.06,71.29,65,0,5.39,MX,2020-06-28 16:17:29,clear sky,0.0,0.0
29,Busselton,-33.65,115.33,50.0,92,100,1.01,AU,2020-06-28 16:17:29,light rain,0.18,0.0
30,Zabid,14.2,43.32,93.09,39,24,9.35,YE,2020-06-28 16:17:29,few clouds,0.0,0.0
31,Rikitea,-23.12,-134.97,68.02,64,9,19.86,PF,2020-06-28 16:16:45,clear sky,0.0,0.0
32,Provideniya,64.38,-173.3,39.18,81,98,16.04,RU,2020-06-28 16:17:29,overcast clouds,0.0,0.0
33,Broken Hill,-31.95,141.43,41.0,65,21,6.93,AU,2020-06-28 16:16:46,few clouds,0.0,0.0
34,Nome,64.5,-165.41,44.6,100,90,6.93,US,2020-06-28 16:17:29,moderate rain,1.02,0.0
35,Arraial Do Cabo,-22.97,-42.03,75.2,73,40,16.11,BR,2020-06-28 16:16:51,scattered clouds,0.0,0.0
36,Hobart,-42.88,147.33,44.6,81,90,8.05,AU,2020-06-28 16:13:18,light intensity shower rain,0.0,0.0
37,Vestmannaeyjar,63.44,-20.27,60.8,87,40,3.36,IS,2020-06-28 16:17:29,scattered clouds,0.0,0.0
38,Mahebourg,-20.41,57.7,71.6,83,40,8.05,MU,2020-06-28 16:17:29,shower rain,0.0,0.0
39,Kavieng,-2.57,150.8,82.53,79,35,12.33,PG,2020-06-28 16:17:29,moderate rain,1.25,0.0
40,Ushuaia,-54.8,-68.3,35.6,69,75,19.46,AR,2020-06-28 16:17:29,broken clouds,0.0,0.0
41,Puerto Escondido,15.85,-97.07,87.8,62,40,6.04,MX,2020-06-28 16:17:29,scattered clouds,0.0,0.0
42,Charters Towers,-20.1,146.27,62.1,90,55,10.67,AU,2020-06-28 16:17:30,broken clouds,0.0,0.0
43,Doctor Juan Manuel Frutos,-25.37,-55.8,66.63,63,2,4.32,PY,2020-06-28 16:17:30,clear sky,0.0,0.0
44,Los Llanos De Aridane,28.66,-17.92,75.2,73,75,17.22,ES,2020-06-28 16:17:30,broken clouds,0.0,0.0
45,Clyde River,70.47,-68.59,33.8,78,90,10.29,CA,2020-06-28 16:17:30,mist,0.0,0.0
46,Takab,36.4,47.11,72.36,27,0,9.48,IR,2020-06-28 16:13:30,clear sky,0.0,0.0
47,Punta Arenas,-53.15,-70.92,32.0,86,0,5.82,CL,2020-06-28 16:07:39,clear sky,0.0,0.0
48,Port Alfred,-33.59,26.89,61.0,69,9,8.01,ZA,2020-06-28 16:17:30,clear sky,0.0,0.0
49,East London,-33.02,27.91,64.42,46,22,22.48,ZA,2020-06-28 16:17:30,few clouds,0.0,0.0
50,Bada,51.39,109.87,59.02,88,100,3.47,RU,2020-06-28 16:17:30,light rain,0.28,0.0
51,Fukue,32.69,128.84,75.24,78,50,7.83,JP,2020-06-28 16:17:30,scattered clouds,0.0,0.0
52,Sur,22.57,59.53,88.57,65,0,16.69,OM,2020-06-28 16:17:30,clear sky,0.0,0.0
53,Stokmarknes,68.56,14.91,68.0,72,96,13.87,NO,2020-06-28 16:17:30,overcast clouds,0.0,0.0
54,Carnarvon,-24.87,113.63,68.0,100,40,8.05,AU,2020-06-28 16:16:49,scattered clouds,0.0,0.0
55,Qaanaaq,77.48,-69.36,43.79,63,29,4.5,GL,2020-06-28 16:15:06,scattered clouds,0.0,0.0
56,Ancud,-41.87,-73.82,46.0,100,90,5.82,CL,2020-06-28 16:17:30,overcast clouds,0.0,0.0
57,Yidu,24.16,115.13,78.78,80,100,3.67,CN,2020-06-28 16:17:30,overcast clouds,0.0,0.0
58,Finschhafen,-6.6,147.87,77.88,79,99,8.08,PG,2020-06-28 16:17:30,light rain,0.93,0.0
59,Kalangala,-0.31,32.23,75.2,69,20,10.29,UG,2020-06-28 16:17:30,few clouds,0.0,0.0
60,Taganrog,47.24,38.9,89.01,27,0,13.0,RU,2020-06-28 16:17:30,clear sky,0.0,0.0
61,Puerto Ayora,-0.74,-90.35,75.2,73,75,11.41,EC,2020-06-28 16:11:11,broken clouds,0.0,0.0
62,Dongsheng,39.82,109.98,64.2,76,16,5.5,CN,2020-06-28 16:17:30,few clouds,0.0,0.0
63,Samarai,-10.62,150.67,78.31,85,82,16.15,PG,2020-06-28 16:17:30,moderate rain,1.26,0.0
64,Chokurdakh,70.63,147.92,53.38,59,100,10.83,RU,2020-06-28 16:17:30,overcast clouds,0.0,0.0
65,Conceicao Do Araguaia,-8.26,-49.26,93.02,34,0,5.61,BR,2020-06-28 16:17:30,clear sky,0.0,0.0
66,Dunedin,-45.87,170.5,45.0,87,100,1.99,NZ,2020-06-28 16:17:05,overcast clouds,0.0,0.0
67,Taggia,43.85,7.85,78.8,83,5,9.17,IT,2020-06-28 16:17:30,clear sky,0.0,0.0
68,Skala,50.23,19.85,84.2,45,20,5.82,PL,2020-06-28 16:17:30,few clouds,0.0,0.0
69,Namibe,-15.2,12.15,72.66,58,0,9.46,AO,2020-06-28 16:17:31,clear sky,0.0,0.0
70,Kaitangata,-46.28,169.85,46.0,72,100,13.0,NZ,2020-06-28 16:16:46,overcast clouds,0.0,0.0
71,Avarua,-21.21,-159.78,71.6,68,56,5.82,CK,2020-06-28 16:17:31,broken clouds,0.0,0.0
72,Cosala,24.41,-106.69,89.01,58,98,3.0,MX,2020-06-28 16:17:31,overcast clouds,0.0,0.0
73,Atuona,-9.8,-139.03,79.63,79,59,14.61,PF,2020-06-28 16:16:46,light rain,0.41,0.0
74,Fairbanks,64.84,-147.72,59.0,62,1,4.7,US,2020-06-28 16:17:29,clear sky,0.0,0.0
75,Hilo,19.73,-155.09,71.6,83,20,4.7,US,2020-06-28 16:17:31,few clouds,0.0,0.0
76,Yumen,40.28,97.2,72.16,27,0,13.42,CN,2020-06-28 16:17:31,clear sky,0.0,0.0
77,Chumikan,54.72,135.31,43.43,90,74,1.45,RU,2020-06-28 16:16:48,broken clouds,0.0,0.0
78,Cape Town,-33.93,18.42,62.01,71,75,5.82,ZA,2020-06-28 16:16:40,broken clouds,0.0,0.0
79,Camocim,-2.9,-40.84,87.76,58,49,10.87,BR,2020-06-28 16:17:31,scattered clouds,0.0,0.0
80,Sao Raimundo Nonato,-9.02,-42.7,90.05,34,0,8.34,BR,2020-06-28 16:17:31,clear sky,0.0,0.0
81,Adrar,20.5,-10.07,112.48,6,0,13.0,MR,2020-06-28 16:17:31,clear sky,0.0,0.0
82,Kiruna,67.86,20.23,66.2,39,81,5.82,SE,2020-06-28 16:17:31,broken clouds,0.0,0.0
83,Tura,25.52,90.22,75.58,95,49,7.2,IN,2020-06-28 16:17:31,moderate rain,1.06,0.0
84,Sitka,57.05,-135.33,53.6,81,75,9.17,US,2020-06-28 16:16:56,broken clouds,0.0,0.0
85,Changji,44.02,87.32,64.4,52,20,17.9,CN,2020-06-28 16:17:31,few clouds,0.0,0.0
86,Iqaluit,63.75,-68.51,39.2,80,75,5.82,CA,2020-06-28 16:13:40,broken clouds,0.0,0.0
87,Vaini,-21.2,-175.2,75.2,94,75,4.7,TO,2020-06-28 16:17:31,broken clouds,0.0,0.0
88,Khatanga,71.97,102.5,77.09,43,44,11.01,RU,2020-06-28 16:17:31,scattered clouds,0.0,0.0
89,Osa,57.28,55.46,53.85,72,12,6.93,RU,2020-06-28 16:17:31,few clouds,0.0,0.0
90,Hovd,48.01,91.64,72.82,24,2,4.54,MN,2020-06-28 16:17:31,clear sky,0.0,0.0
91,Roebourne,-20.78,117.13,67.51,53,19,1.25,AU,2020-06-28 16:17:31,few clouds,0.0,0.0
92,Hithadhoo,-0.6,73.08,85.68,68,100,8.05,MV,2020-06-28 16:16:49,overcast clouds,0.0,0.0
93,Lompoc,34.64,-120.46,59.0,93,100,8.05,US,2020-06-28 16:17:31,mist,0.0,0.0
94,Celestun,20.87,-90.4,87.08,61,45,4.74,MX,2020-06-28 16:17:31,scattered clouds,0.0,0.0
95,Lebu,-37.62,-73.65,53.4,93,96,14.43,CL,2020-06-28 16:06:26,overcast clouds,0.0,0.0
96,Barrow,71.29,-156.79,46.4,75,1,8.05,US,2020-06-28 16:11:11,clear sky,0.0,0.0
97,Esperance,-33.87,121.9,57.2,93,90,17.22,AU,2020-06-28 16:16:47,overcast clouds,0.0,0.0
98,Thinadhoo,0.53,72.93,84.99,72,73,7.63,MV,2020-06-28 16:17:31,broken clouds,0.0,0.0
99,Plettenberg Bay,-34.05,23.37,58.26,65,22,14.45,ZA,2020-06-28 16:17:32,few clouds,0.0,0.0
100,San Ignacio,17.16,-89.07,88.0,79,75,9.17,BZ,2020-06-28 16:14:12,broken clouds,0.0,0.0
101,Yerbogachen,61.28,108.01,65.3,65,20,5.46,RU,2020-06-28 16:17:32,few clouds,0.0,0.0
102,Laguna,38.42,-121.42,66.99,67,1,13.87,US,2020-06-28 16:15:26,clear sky,0.0,0.0
103,Huejuquilla El Alto,22.6,-103.87,74.82,51,72,3.04,MX,2020-06-28 16:17:32,light rain,0.15,0.0
104,Marzuq,14.4,46.47,90.34,30,69,11.92,YE,2020-06-28 16:17:32,broken clouds,0.0,0.0
105,Faanui,-16.48,-151.75,76.33,79,59,23.85,PF,2020-06-28 16:17:32,broken clouds,0.0,0.0
106,Karasburg,-28.02,18.75,54.99,46,0,7.83,NA,2020-06-28 16:17:32,clear sky,0.0,0.0
107,Hyeres,43.12,6.12,88.0,65,0,13.87,FR,2020-06-28 16:17:32,clear sky,0.0,0.0
108,Nantucket,41.28,-70.1,72.0,83,40,6.93,US,2020-06-28 16:15:27,scattered clouds,0.0,0.0
109,Lebyazhye,55.27,66.49,52.2,83,0,10.27,RU,2020-06-28 16:17:32,clear sky,0.0,0.0
110,Aykhal,66.0,111.5,73.4,43,60,4.47,RU,2020-06-28 16:16:46,broken clouds,0.0,0.0
111,Khromtau,50.25,58.43,64.67,74,93,9.57,KZ,2020-06-28 16:17:32,light rain,0.35,0.0
112,Dukat,62.55,155.55,46.58,53,100,1.23,RU,2020-06-28 16:17:32,overcast clouds,0.0,0.0
113,Biltine,14.53,20.92,97.63,23,56,7.0,TD,2020-06-28 16:17:32,broken clouds,0.0,0.0
114,Acapulco,16.86,-99.89,87.8,58,5,5.82,MX,2020-06-28 16:17:32,clear sky,0.0,0.0
115,Chuy,-33.7,-53.46,54.19,61,3,5.91,UY,2020-06-28 16:16:46,clear sky,0.0,0.0
116,Port Macquarie,-31.43,152.92,48.99,91,13,7.94,AU,2020-06-28 16:14:23,few clouds,0.0,0.0
117,Mumbwa,-14.98,27.06,70.21,29,2,4.05,ZM,2020-06-28 16:17:32,clear sky,0.0,0.0
118,Pisco,-13.7,-76.22,62.6,82,90,3.36,PE,2020-06-28 16:17:32,mist,0.0,0.0
119,Chengde,40.97,117.94,70.93,62,100,2.71,CN,2020-06-28 16:13:30,overcast clouds,0.0,0.0
120,Aksarka,66.56,67.8,56.57,58,78,8.41,RU,2020-06-28 16:17:32,broken clouds,0.0,0.0
121,Meulaboh,4.14,96.13,79.39,84,97,4.03,ID,2020-06-28 16:17:32,overcast clouds,0.0,0.0
122,Evensk,61.95,159.23,44.82,90,100,2.44,RU,2020-06-28 16:17:30,overcast clouds,0.0,0.0
123,Mbandaka,0.05,18.26,81.64,65,72,3.6,CD,2020-06-28 16:17:32,broken clouds,0.0,0.0
124,Kaeo,-35.1,173.78,48.0,3,0,11.16,NZ,2020-06-28 16:17:32,clear sky,0.0,0.0
125,Manikpur,25.07,81.12,91.22,53,0,6.24,IN,2020-06-28 16:17:32,clear sky,0.0,0.0
126,Banda Aceh,5.56,95.32,80.47,82,88,10.18,ID,2020-06-28 16:17:32,overcast clouds,0.0,0.0
127,Bethanien,-26.5,17.16,61.77,30,0,7.31,NA,2020-06-28 16:17:32,clear sky,0.0,0.0
128,Teeli,51.03,90.23,57.24,86,98,2.21,RU,2020-06-28 16:17:32,light rain,0.36,0.0
129,Margate,51.38,1.39,66.0,57,0,8.01,GB,2020-06-28 16:17:33,clear sky,0.0,0.0
130,Bredasdorp,-34.53,20.04,59.0,72,33,11.41,ZA,2020-06-28 16:17:33,scattered clouds,0.0,0.0
131,Uyuni,-20.46,-66.83,47.82,35,0,15.9,BO,2020-06-28 16:17:33,clear sky,0.0,0.0
132,Sabha,27.04,14.43,100.47,11,0,14.43,LY,2020-06-28 16:17:33,clear sky,0.0,0.0
133,Dasoguz,41.84,59.97,82.4,23,100,9.17,TM,2020-06-28 16:17:33,overcast clouds,0.0,0.0
134,Tasiilaq,65.61,-37.64,46.4,75,100,17.22,GL,2020-06-28 16:17:33,light rain,0.0,0.0
135,Tuktoyaktuk,69.45,-133.04,39.2,93,75,3.36,CA,2020-06-28 16:17:33,broken clouds,0.0,0.0
136,Tieling,42.29,123.84,70.97,53,100,4.83,CN,2020-06-28 16:17:33,overcast clouds,0.0,0.0
137,Sorland,67.67,12.69,57.2,82,33,12.75,NO,2020-06-28 16:17:33,scattered clouds,0.0,0.0
138,Arman,59.7,150.17,46.8,87,1,2.3,RU,2020-06-28 16:17:33,clear sky,0.0,0.0
139,Kieta,-6.22,155.63,79.16,79,85,2.46,PG,2020-06-28 16:17:33,overcast clouds,0.0,0.0
140,Bambous Virieux,-20.34,57.76,73.99,83,40,8.05,MU,2020-06-28 16:17:33,shower rain,0.0,0.0
141,Sao Joao Da Barra,-21.64,-41.05,75.2,69,75,9.17,BR,2020-06-28 16:17:33,broken clouds,0.0,0.0
142,Asau,46.43,26.4,75.99,67,81,2.04,RO,2020-06-28 16:17:33,light rain,0.57,0.0
143,Inta,66.03,60.17,45.19,82,100,10.47,RU,2020-06-28 16:17:33,overcast clouds,0.0,0.0
144,Bonavista,48.65,-53.11,57.02,85,81,10.25,CA,2020-06-28 16:16:48,broken clouds,0.0,0.0
145,Yellowknife,62.46,-114.35,63.0,51,75,10.29,CA,2020-06-28 16:15:57,broken clouds,0.0,0.0
146,Chapais,49.78,-74.85,73.4,60,40,6.93,CA,2020-06-28 16:17:33,scattered clouds,0.0,0.0
147,Hambantota,6.12,81.12,82.4,88,75,8.05,LK,2020-06-28 16:17:33,broken clouds,0.0,0.0
148,Mandalgovi,45.76,106.27,61.79,58,59,19.86,MN,2020-06-28 16:17:34,broken clouds,0.0,0.0
149,Lebedinyy,58.52,125.52,59.54,60,21,4.54,RU,2020-06-28 16:17:34,few clouds,0.0,0.0
150,Codrington,-38.27,141.97,42.73,85,18,7.11,AU,2020-06-28 16:17:34,few clouds,0.0,0.0
151,Saldanha,-33.01,17.94,60.8,72,13,4.7,ZA,2020-06-28 16:17:34,few clouds,0.0,0.0
152,Lima,-12.04,-77.03,60.8,82,90,5.82,PE,2020-06-28 16:14:09,overcast clouds,0.0,0.0
153,Hobbs,32.7,-103.14,84.0,64,1,9.17,US,2020-06-28 16:17:34,clear sky,0.0,0.0
154,Petropavlovsk-Kamchatskiy,53.05,158.65,53.6,81,71,6.71,RU,2020-06-28 16:17:34,broken clouds,0.0,0.0
155,Alanya,36.54,32.0,86.0,58,0,9.17,TR,2020-06-28 16:17:34,clear sky,0.0,0.0
156,Ribeira Grande,38.52,-28.7,73.4,83,75,12.75,PT,2020-06-28 16:17:34,broken clouds,0.0,0.0
157,Cairns,-16.92,145.77,68.0,88,40,9.17,AU,2020-06-28 16:14:49,scattered clouds,0.0,0.0
158,Grindavik,63.84,-22.43,53.6,100,90,12.75,IS,2020-06-28 16:17:34,light rain,0.0,0.0
159,Airai,-8.93,125.41,56.97,100,84,3.24,TL,2020-06-28 16:17:09,broken clouds,0.0,0.0
160,Saint-Philippe,-21.36,55.77,70.0,83,34,3.36,RE,2020-06-28 16:17:34,scattered clouds,0.0,0.0
161,Praia Da Vitoria,38.73,-27.07,75.2,73,75,6.55,PT,2020-06-28 16:17:34,broken clouds,0.0,0.0
162,Leningradskiy,69.38,178.42,29.01,98,96,4.74,RU,2020-06-28 16:17:34,overcast clouds,0.0,0.0
163,Victoria,22.29,114.16,86.0,66,99,11.01,HK,2020-06-28 16:15:13,overcast clouds,0.0,0.0
164,Desnogorsk,54.15,33.28,70.29,81,89,3.29,RU,2020-06-28 16:17:34,light rain,0.39,0.0
165,Beloomut,54.94,39.34,70.0,64,90,7.0,RU,2020-06-28 16:17:34,moderate rain,2.86,0.0
166,Aleksandrovsk-Sakhalinskiy,50.9,142.16,50.2,89,33,4.16,RU,2020-06-28 16:17:34,scattered clouds,0.0,0.0
167,Kirakira,-10.45,161.92,79.07,83,9,5.14,SB,2020-06-28 16:17:34,clear sky,0.0,0.0
168,Spirit River,55.78,-118.84,53.6,87,75,11.41,CA,2020-06-28 16:16:28,broken clouds,0.0,0.0
169,Coahuayana,18.73,-103.68,82.4,58,75,6.93,MX,2020-06-28 16:17:34,broken clouds,0.0,0.0
170,Dikson,73.51,80.55,43.97,100,100,9.04,RU,2020-06-28 16:17:34,light rain,0.19,0.0
171,Camacupa,-12.02,17.48,73.56,27,6,2.57,AO,2020-06-28 16:17:34,clear sky,0.0,0.0
172,Nelson Bay,-32.72,152.15,48.99,93,44,8.05,AU,2020-06-28 16:17:34,light rain,0.25,0.0
173,Cherskiy,68.75,161.3,38.5,76,94,7.61,RU,2020-06-28 16:17:34,overcast clouds,0.0,0.0
174,Bekovo,52.47,43.71,69.57,80,67,4.9,RU,2020-06-28 16:17:35,light rain,0.29,0.0
175,Viedma,-40.81,-63.0,46.15,56,100,3.98,AR,2020-06-28 16:17:35,overcast clouds,0.0,0.0
176,Wewak,-3.55,143.63,80.06,84,97,8.08,PG,2020-06-28 16:17:35,light rain,0.75,0.0
177,Esperanza,19.58,-70.98,91.99,59,79,7.0,DO,2020-06-28 16:17:35,broken clouds,0.0,0.0
178,Severo-Kurilsk,50.68,156.12,48.7,67,60,2.86,RU,2020-06-28 16:17:35,broken clouds,0.0,0.0
179,Cidreira,-30.18,-50.21,59.36,55,0,3.51,BR,2020-06-28 16:17:35,clear sky,0.0,0.0
